HomeTeam	AwayTeam	FTH Goals	FTA Goals	FT Result
Tottenham	Burnley	2	1	H
Man City	Arsenal	2	1	H
Middlesbrough	Swansea	3	0	H
West Ham	Hull	1	0	H
West Brom	Man United	0	2	A
Sunderland	Watford	1	0	H
Stoke	Leicester	2	2	D
Crystal Palace	Chelsea	0	1	A
Tottenham	Hull	3	0	H
Man City	Watford	2	0	H
West Ham	Burnley	1	0	H
West Brom	Swansea	3	1	H
Sunderland	Chelsea	0	1	A
Stoke	Southampton	0	0	D
Middlesbrough	Liverpool	0	3	A
Crystal Palace	Man United	1	2	A
Bournemouth	Leicester	1	0	H
Everton	Arsenal	2	1	H
Man United	Tottenham	1	0	H
Chelsea	West Brom	1	0	H
Southampton	Middlesbrough	1	0	H
Liverpool	West Ham	2	2	D
Swansea	Sunderland	3	0	H
Arsenal	Stoke	3	1	H
Leicester	Man City	4	2	H
Watford	Everton	3	2	H
Hull	Crystal Palace	3	3	D
Burnley	Bournemouth	3	2	H
Middlesbrough	Hull	1	0	H
Everton	Man United	1	1	D
Bournemouth	Liverpool	4	3	H
West Brom	Watford	3	1	H
Stoke	Burnley	2	0	H
Crystal Palace	Southampton	3	0	H
Tottenham	Swansea	5	0	H
Man City	Chelsea	1	3	A
Sunderland	Leicester	2	1	H
West Ham	Arsenal	1	5	A
Southampton	Everton	1	0	H
Man United	West Ham	1	1	D
Arsenal	Bournemouth	3	1	H
Watford	Stoke	0	1	A
Hull	West Brom	1	1	D
Swansea	Crystal Palace	5	4	H
Leicester	Middlesbrough	2	2	D
Liverpool	Sunderland	2	0	H
Burnley	Man City	1	2	A
Chelsea	Tottenham	2	1	H
West Brom	Burnley	4	0	H
Middlesbrough	Chelsea	0	1	A
Stoke	Bournemouth	0	1	A
Watford	Leicester	2	1	H
Man United	Arsenal	1	1	D
Tottenham	West Ham	3	2	H
Everton	Swansea	1	1	D
Sunderland	Hull	3	0	H
Southampton	Liverpool	0	0	D
Crystal Palace	Man City	1	2	A
Swansea	Man United	1	3	A
Arsenal	Tottenham	1	1	D
Liverpool	Watford	6	1	H
Leicester	West Brom	1	2	A
Hull	Southampton	2	1	H
Chelsea	Everton	5	0	H
Man City	Middlesbrough	1	1	D
Bournemouth	Sunderland	1	2	A
Burnley	Crystal Palace	3	2	H
West Ham	Stoke	1	1	D
Stoke	Swansea	3	1	H
Southampton	Chelsea	0	2	A
Everton	West Ham	2	0	H
Sunderland	Arsenal	1	4	A
Man United	Burnley	0	0	D
Watford	Hull	1	0	H
Tottenham	Leicester	1	1	D
Crystal Palace	Liverpool	2	4	A
Middlesbrough	Bournemouth	2	0	H
West Brom	Man City	0	4	A
Man City	Southampton	1	1	D
Chelsea	Man United	4	0	H
West Ham	Sunderland	1	0	H
Arsenal	Middlesbrough	0	0	D
Liverpool	West Brom	2	1	H
Swansea	Watford	0	0	D
Bournemouth	Tottenham	0	0	D
Burnley	Everton	2	1	H
Hull	Stoke	0	2	A
Leicester	Crystal Palace	3	1	H
Liverpool	Man United	0	0	D
Middlesbrough	Watford	0	1	A
Southampton	Burnley	3	1	H
Crystal Palace	West Ham	0	1	A
Arsenal	Swansea	3	2	H
Chelsea	Leicester	3	0	H
Man City	Everton	1	1	D
Stoke	Sunderland	2	0	H
West Brom	Tottenham	1	1	D
Bournemouth	Hull	6	1	H
Burnley	Arsenal	0	1	A
Leicester	Southampton	0	0	D
Man United	Stoke	1	1	D
Tottenham	Man City	2	0	H
Sunderland	West Brom	1	1	D
West Ham	Middlesbrough	1	1	D
Hull	Chelsea	0	2	A
Swansea	Liverpool	1	2	A
Watford	Bournemouth	2	2	D
Everton	Crystal Palace	1	1	D
Burnley	Watford	2	0	H
West Ham	Southampton	0	3	A
Sunderland	Crystal Palace	2	3	A
Arsenal	Chelsea	3	0	H
Swansea	Man City	1	3	A
Man United	Leicester	4	1	H
Bournemouth	Everton	1	0	H
Stoke	West Brom	1	1	D
Middlesbrough	Tottenham	1	2	A
Liverpool	Hull	5	1	H
Crystal Palace	Stoke	4	1	H
Watford	Man United	3	1	H
Southampton	Swansea	1	0	H
Tottenham	Sunderland	1	0	H
Leicester	Burnley	3	0	H
Hull	Arsenal	1	4	A
Man City	Bournemouth	4	0	H
West Brom	West Ham	4	2	H
Everton	Middlesbrough	3	1	H
Chelsea	Liverpool	1	2	A
Sunderland	Everton	0	3	A
Swansea	Chelsea	2	2	D
Burnley	Hull	1	1	D
Middlesbrough	Crystal Palace	1	2	A
Stoke	Tottenham	0	4	A
Bournemouth	West Brom	1	0	H
Arsenal	Southampton	2	1	H
Liverpool	Leicester	4	1	H
Man United	Man City	1	2	A
West Ham	Watford	2	4	A
Man City	West Ham	3	1	H
West Brom	Middlesbrough	0	0	D
Everton	Stoke	1	0	H
Leicester	Swansea	2	1	H
Watford	Arsenal	1	3	A
Crystal Palace	Bournemouth	1	1	D
Southampton	Sunderland	1	1	D
Chelsea	Burnley	3	0	H
Hull	Man United	0	1	A
Tottenham	Liverpool	1	1	D
West Ham	Bournemouth	1	0	H
Sunderland	Middlesbrough	1	2	A
Leicester	Arsenal	0	0	D
Swansea	Hull	0	2	A
Tottenham	Crystal Palace	1	0	H
West Brom	Everton	1	2	A
Stoke	Man City	1	4	A
Burnley	Liverpool	2	0	H
Watford	Chelsea	1	2	A
Man United	Southampton	2	0	H
Chelsea	West Ham	2	1	H
Bournemouth	Man United	1	3	A
Arsenal	Liverpool	3	4	A
Everton	Tottenham	1	1	D
Crystal Palace	West Brom	0	1	A
Southampton	Watford	1	1	D
Hull	Leicester	2	1	H
Burnley	Swansea	0	1	A
Middlesbrough	Stoke	1	1	D
Man City	Sunderland	2	1	H
Man United	Bournemouth	3	1	H
West Brom	Liverpool	1	1	D
Chelsea	Leicester	1	1	D
Southampton	Crystal Palace	4	1	H
Everton	Norwich	3	0	H
Arsenal	Aston Villa	4	0	H
Swansea	Man City	1	1	D
Newcastle	Tottenham	5	1	H
Watford	Sunderland	2	2	D
Stoke	West Ham	2	1	H
Norwich	Watford	4	2	H
Liverpool	Chelsea	1	1	D
Sunderland	Everton	3	0	H
West Ham	Man United	3	2	H
Man City	Arsenal	2	2	D
Tottenham	Southampton	1	2	A
Liverpool	Watford	2	0	H
Aston Villa	Newcastle	0	0	D
Sunderland	Chelsea	3	2	H
Leicester	Everton	3	1	H
West Ham	Swansea	1	4	A
Bournemouth	West Brom	1	1	D
Crystal Palace	Stoke	2	1	H
Norwich	Man United	0	1	A
Chelsea	Tottenham	2	2	D
Man United	Leicester	1	1	D
Southampton	Man City	4	2	H
Swansea	Liverpool	3	1	H
Watford	Aston Villa	3	2	H
Arsenal	Norwich	1	0	H
Newcastle	Crystal Palace	1	0	H
West Brom	West Ham	0	3	A
Stoke	Sunderland	1	1	D
Everton	Bournemouth	2	1	H
Tottenham	West Brom	1	1	D
Leicester	Swansea	4	0	H
Sunderland	Arsenal	0	0	D
Bournemouth	Chelsea	1	4	A
Man City	Stoke	4	0	H
Liverpool	Newcastle	2	2	D
Aston Villa	Southampton	2	4	A
Arsenal	West Brom	2	0	H
Liverpool	Everton	4	0	H
Man United	Crystal Palace	2	0	H
West Ham	Watford	3	1	H
Newcastle	Man City	1	1	D
Stoke	Tottenham	0	4	A
Bournemouth	Liverpool	1	2	A
Arsenal	Crystal Palace	1	1	D
Leicester	West Ham	2	2	D
Everton	Southampton	1	1	D
Man United	Aston Villa	1	0	H
Chelsea	Man City	0	3	A
West Brom	Watford	0	1	A
Norwich	Sunderland	0	3	A
Newcastle	Swansea	3	0	H
Crystal Palace	Everton	0	0	D
Tottenham	Man United	3	0	H
Liverpool	Stoke	4	1	H
Sunderland	Leicester	0	2	A
Aston Villa	Bournemouth	1	2	A
Crystal Palace	Norwich	1	0	H
Man City	West Brom	2	1	H
West Ham	Arsenal	3	3	D
Watford	Everton	1	1	D
Swansea	Chelsea	1	0	H
Southampton	Newcastle	3	1	H
Leicester	Southampton	1	0	H
Man United	Everton	1	0	H
Arsenal	Watford	4	0	H
Liverpool	Tottenham	1	1	D
Sunderland	West Brom	0	0	D
Stoke	Swansea	2	2	D
Aston Villa	Chelsea	0	4	A
Bournemouth	Man City	0	4	A
Norwich	Newcastle	3	2	H
West Ham	Crystal Palace	2	2	D
Man City	Man United	0	1	A
Newcastle	Sunderland	1	1	D
Tottenham	Bournemouth	3	0	H
Southampton	Liverpool	3	2	H
Watford	Stoke	1	2	A
West Brom	Norwich	0	1	A
Chelsea	West Ham	2	2	D
Swansea	Aston Villa	1	0	H
Crystal Palace	Leicester	0	1	A
Everton	Arsenal	0	2	A
Leicester	Newcastle	1	0	H
Aston Villa	Tottenham	0	2	A
Norwich	Man City	0	0	D
Bournemouth	Swansea	3	2	H
Stoke	Southampton	1	2	A
Crystal Palace	Liverpool	1	2	A
West Brom	Man United	1	0	H
Watford	Leicester	0	1	A
Everton	West Ham	2	3	A
Man City	Aston Villa	4	0	H
Tottenham	Arsenal	2	2	D
Newcastle	Bournemouth	1	3	A
Southampton	Sunderland	1	1	D
Swansea	Norwich	1	0	H
Chelsea	Stoke	1	1	D
Arsenal	Swansea	1	2	A
Stoke	Newcastle	1	0	H
West Ham	Tottenham	1	0	H
Man United	Watford	1	0	H
Liverpool	Man City	3	0	H
Bournemouth	Southampton	2	0	H
Norwich	Chelsea	1	2	A
Leicester	West Brom	2	2	D
Aston Villa	Everton	1	3	A
Sunderland	Crystal Palace	2	2	D
Man United	Arsenal	3	2	H
Tottenham	Swansea	2	1	H
Watford	Bournemouth	0	0	D
Southampton	Chelsea	1	2	A
West Ham	Sunderland	1	0	H
Leicester	Norwich	1	0	H
Stoke	Aston Villa	2	1	H
West Brom	Crystal Palace	3	2	H
Aston Villa	Liverpool	0	6	A
Man City	Tottenham	1	2	A
Arsenal	Leicester	2	1	H
Chelsea	Newcastle	5	1	H
Everton	West Brom	0	1	A
Crystal Palace	Watford	1	2	A
Norwich	West Ham	2	2	D
Swansea	Southampton	0	1	A
Sunderland	Man United	2	1	H
Bournemouth	Stoke	1	3	A
Bournemouth	Arsenal	0	2	A
Chelsea	Man United	1	1	D
Swansea	Crystal Palace	1	1	D
Man City	Leicester	1	3	A
Stoke	Everton	0	3	A
Newcastle	West Brom	1	0	H
Tottenham	Watford	1	0	H
Liverpool	Sunderland	2	2	D
Aston Villa	Norwich	2	0	H
Southampton	West Ham	1	0	H
Everton	Newcastle	3	0	H
Watford	Chelsea	0	0	D
Sunderland	Man City	0	1	A
Arsenal	Southampton	0	0	D
Crystal Palace	Bournemouth	1	2	A
Norwich	Tottenham	0	3	A
West Ham	Aston Villa	2	0	H
West Brom	Swansea	1	1	D
Leicester	Liverpool	2	0	H
Man United	Stoke	3	0	H
Arsenal	Chelsea	0	1	A
Everton	Swansea	1	2	A
Crystal Palace	Tottenham	1	3	A
West Ham	Man City	2	2	D
Watford	Newcastle	2	1	H
Man United	Southampton	0	1	A
Norwich	Liverpool	4	5	A
Leicester	Stoke	3	0	H
West Brom	Aston Villa	0	0	D
Sunderland	Bournemouth	1	1	D
Swansea	Watford	1	0	H
Liverpool	Man United	0	1	A
Stoke	Arsenal	0	0	D
Newcastle	West Ham	2	1	H
Southampton	West Brom	3	0	H
Man City	Crystal Palace	4	0	H
Tottenham	Sunderland	4	1	H
Aston Villa	Leicester	1	1	D
Chelsea	Everton	3	3	D
Bournemouth	Norwich	3	0	H
Swansea	Sunderland	2	4	A
Stoke	Norwich	3	1	H
Man City	Everton	0	0	D
Southampton	Watford	2	0	H
Liverpool	Arsenal	3	3	D
Chelsea	West Brom	2	2	D
Tottenham	Leicester	0	1	A
Aston Villa	Crystal Palace	1	0	H
Bournemouth	West Ham	1	3	A
Newcastle	Man United	3	3	D
Crystal Palace	Chelsea	0	3	A
Everton	Tottenham	1	1	D
Norwich	Southampton	1	0	H
Arsenal	Newcastle	1	0	H
West Brom	Stoke	2	1	H
Leicester	Bournemouth	0	0	D
Watford	Man City	1	2	A
West Ham	Liverpool	2	0	H
Man United	Swansea	2	1	H
Sunderland	Aston Villa	3	1	H
Sunderland	Liverpool	0	1	A
Leicester	Man City	0	0	D
West Ham	Southampton	2	1	H
West Brom	Newcastle	1	0	H
Watford	Tottenham	1	2	A
Norwich	Aston Villa	2	0	H
Arsenal	Bournemouth	2	0	H
Crystal Palace	Swansea	0	0	D
Everton	Stoke	3	4	A
Man United	Chelsea	0	0	D
Tottenham	Norwich	3	0	H
Bournemouth	Crystal Palace	0	0	D
Swansea	West Brom	1	0	H
Chelsea	Watford	2	2	D
Man City	Sunderland	4	1	H
Liverpool	Leicester	1	0	H
Newcastle	Everton	0	1	A
Southampton	Arsenal	4	0	H
Stoke	Man United	2	0	H
Aston Villa	West Ham	1	1	D
Arsenal	Man City	2	1	H
Watford	Liverpool	3	0	H
Swansea	West Ham	0	0	D
Newcastle	Aston Villa	1	1	D
West Brom	Bournemouth	1	2	A
Southampton	Tottenham	0	2	A
Man United	Norwich	1	2	A
Chelsea	Sunderland	3	1	H
Everton	Leicester	2	3	A
Stoke	Crystal Palace	1	2	A
Leicester	Chelsea	2	1	H
Liverpool	West Brom	2	2	D
Aston Villa	Arsenal	0	2	A
Tottenham	Newcastle	1	2	A
Crystal Palace	Southampton	1	0	H
Norwich	Everton	1	1	D
Bournemouth	Man United	2	1	H
West Ham	Stoke	0	0	D
Man City	Swansea	2	1	H
Sunderland	Watford	0	1	A
Everton	Crystal Palace	1	1	D
Newcastle	Liverpool	2	0	H
Watford	Norwich	2	0	H
Southampton	Aston Villa	1	1	D
West Brom	Tottenham	1	1	D
Swansea	Leicester	0	3	A
Arsenal	Sunderland	3	1	H
Man United	West Ham	0	0	D
Stoke	Man City	2	0	H
Chelsea	Bournemouth	0	1	A
Tottenham	Chelsea	0	0	D
Norwich	Arsenal	1	1	D
Liverpool	Swansea	1	0	H
West Ham	West Brom	1	1	D
Sunderland	Stoke	2	0	H
Crystal Palace	Newcastle	5	1	H
Bournemouth	Everton	3	3	D
Aston Villa	Watford	2	3	A
Leicester	Man United	1	1	D
Man City	Southampton	3	1	H
Crystal Palace	Sunderland	0	1	A
Tottenham	West Ham	4	1	H
Chelsea	Norwich	1	0	H
Man City	Liverpool	1	4	A
Southampton	Stoke	0	1	A
West Brom	Arsenal	2	1	H
Watford	Man United	1	2	A
Swansea	Bournemouth	2	2	D
Newcastle	Leicester	0	3	A
Everton	Aston Villa	4	0	H
Aston Villa	Man City	0	0	D
Arsenal	Tottenham	1	1	D
Liverpool	Crystal Palace	1	2	A
Stoke	Chelsea	1	0	H
Bournemouth	Newcastle	0	1	A
Norwich	Swansea	1	0	H
West Ham	Everton	1	1	D
Man United	West Brom	2	0	H
Sunderland	Southampton	0	1	A
Leicester	Watford	2	1	H
Tottenham	Aston Villa	3	1	H
Southampton	Bournemouth	2	0	H
Everton	Sunderland	6	2	H
Chelsea	Liverpool	1	3	A
Newcastle	Stoke	0	0	D
West Brom	Leicester	2	3	A
Man City	Norwich	2	1	H
Crystal Palace	Man United	0	0	D
Watford	West Ham	2	0	H
Swansea	Arsenal	0	3	A
Liverpool	Southampton	1	1	D
Sunderland	Newcastle	3	0	H
Man United	Man City	0	0	D
Bournemouth	Tottenham	1	5	A
Aston Villa	Swansea	1	2	A
Arsenal	Everton	2	1	H
Leicester	Crystal Palace	1	0	H
West Ham	Chelsea	2	1	H
Stoke	Watford	0	2	A
Norwich	West Brom	0	1	A
Swansea	Stoke	0	1	A
Newcastle	Norwich	6	2	H
West Brom	Sunderland	1	0	H
Everton	Man United	0	3	A
Tottenham	Liverpool	0	0	D
Crystal Palace	West Ham	1	3	A
Southampton	Leicester	2	2	D
Watford	Arsenal	0	3	A
Chelsea	Aston Villa	2	0	H
Man City	Bournemouth	5	1	H
Arsenal	Man United	3	0	H
Everton	Liverpool	1	1	D
Swansea	Tottenham	2	2	D
Aston Villa	Stoke	0	1	A
Chelsea	Southampton	1	3	A
Bournemouth	Watford	1	1	D
Crystal Palace	West Brom	2	0	H
Sunderland	West Ham	2	2	D
Man City	Newcastle	6	1	H
Norwich	Leicester	1	2	A
West Brom	Everton	2	3	A
Watford	Crystal Palace	0	1	A
Leicester	Arsenal	2	5	A
Stoke	Bournemouth	2	1	H
West Ham	Norwich	2	2	D
Liverpool	Aston Villa	3	2	H
Tottenham	Man City	4	1	H
Newcastle	Chelsea	2	2	D
Man United	Sunderland	3	0	H
Southampton	Swansea	3	1	H
Tottenham	Crystal Palace	1	0	H
Southampton	Man United	2	3	A
Liverpool	Norwich	1	1	D
Swansea	Everton	0	0	D
Bournemouth	Sunderland	2	0	H
Stoke	Leicester	2	2	D
Chelsea	Arsenal	2	0	H
Man City	West Ham	1	2	A
Aston Villa	West Brom	0	1	A
Newcastle	Watford	1	2	A
West Ham	Newcastle	2	0	H
Leicester	Aston Villa	3	2	H
Sunderland	Tottenham	0	1	A
Crystal Palace	Man City	0	1	A
West Brom	Southampton	0	0	D
Arsenal	Stoke	2	0	H
Norwich	Bournemouth	3	1	H
Man United	Liverpool	3	1	H
Everton	Chelsea	3	1	H
Watford	Swansea	1	0	H
Southampton	Norwich	3	0	H
Swansea	Man United	2	1	H
Liverpool	West Ham	0	3	A
Tottenham	Everton	0	0	D
Stoke	West Brom	0	1	A
Bournemouth	Leicester	1	1	D
Chelsea	Crystal Palace	1	2	A
Man City	Watford	2	0	H
Aston Villa	Sunderland	2	2	D
Newcastle	Arsenal	0	1	A
Arsenal	Liverpool	0	0	D
West Brom	Chelsea	2	3	A
Everton	Man City	0	2	A
Watford	Southampton	0	0	D
Man United	Newcastle	0	0	D
Norwich	Stoke	1	1	D
West Ham	Bournemouth	3	4	A
Leicester	Tottenham	1	1	D
Crystal Palace	Aston Villa	2	1	H
Sunderland	Swansea	1	1	D
Liverpool	Bournemouth	1	0	H
Man City	Chelsea	3	0	H
Crystal Palace	Arsenal	1	2	A
Sunderland	Norwich	1	3	A
Tottenham	Stoke	2	2	D
Watford	West Brom	0	0	D
West Ham	Leicester	1	2	A
Southampton	Everton	0	3	A
Swansea	Newcastle	2	0	H
Aston Villa	Man United	0	1	A
West Brom	Man City	0	3	A
Newcastle	Southampton	2	2	D
Stoke	Liverpool	0	1	A
Arsenal	West Ham	0	2	A
Bournemouth	Aston Villa	0	1	A
Man United	Tottenham	1	0	H
Everton	Watford	2	2	D
Chelsea	Swansea	2	2	D
Norwich	Crystal Palace	1	3	A
Leicester	Sunderland	4	2	H
Chelsea	Sunderland	3	1	H
Newcastle	West Ham	2	0	H
Arsenal	West Brom	4	1	H
Leicester	QPR	5	1	H
Crystal Palace	Swansea	1	0	H
Stoke	Liverpool	6	1	H
Hull	Man United	0	0	D
Man City	Southampton	2	0	H
Aston Villa	Burnley	0	1	A
Everton	Tottenham	0	1	A
Arsenal	Sunderland	0	0	D
West Brom	Chelsea	3	0	H
Swansea	Man City	2	4	A
Man United	Arsenal	1	1	D
Sunderland	Leicester	0	0	D
Liverpool	Crystal Palace	1	3	A
Burnley	Stoke	0	0	D
Southampton	Aston Villa	6	1	H
Tottenham	Hull	2	0	H
QPR	Newcastle	2	1	H
West Ham	Everton	1	2	A
Arsenal	Swansea	0	1	A
Chelsea	Liverpool	1	1	D
Man City	QPR	6	0	H
Everton	Sunderland	0	2	A
Stoke	Tottenham	3	0	H
Aston Villa	West Ham	1	0	H
Hull	Burnley	0	1	A
Leicester	Southampton	2	0	H
Newcastle	West Brom	1	1	D
Crystal Palace	Man United	1	2	A
Hull	Arsenal	1	3	A
Chelsea	Crystal Palace	1	0	H
Tottenham	Man City	0	1	A
Sunderland	Southampton	2	1	H
Aston Villa	Everton	3	2	H
Liverpool	QPR	2	1	H
Leicester	Newcastle	3	0	H
Man United	West Brom	0	1	A
West Ham	Burnley	1	0	H
Swansea	Stoke	2	0	H
Leicester	Chelsea	1	3	A
Hull	Liverpool	1	0	H
Everton	Man United	3	0	H
Arsenal	Chelsea	0	0	D
Newcastle	Swansea	2	3	A
Stoke	Sunderland	1	1	D
Man City	Aston Villa	3	2	H
QPR	West Ham	0	0	D
Southampton	Tottenham	2	2	D
Burnley	Leicester	0	1	A
Crystal Palace	Hull	0	2	A
West Brom	Liverpool	0	0	D
Newcastle	Tottenham	1	3	A
Man City	West Ham	2	0	H
Leicester	Swansea	2	0	H
Everton	Burnley	1	0	H
Stoke	Southampton	2	1	H
Crystal Palace	West Brom	0	2	A
Chelsea	Man United	1	0	H
Liverpool	Newcastle	2	0	H
QPR	Chelsea	0	1	A
Man United	Man City	4	2	H
Tottenham	Aston Villa	0	1	A
Burnley	Arsenal	0	1	A
Southampton	Hull	2	0	H
West Ham	Stoke	1	1	D
Swansea	Everton	1	1	D
West Brom	Leicester	2	3	A
Sunderland	Crystal Palace	1	4	A
Aston Villa	QPR	3	3	D
Crystal Palace	Man City	2	1	H
Burnley	Tottenham	0	0	D
Sunderland	Newcastle	1	0	H
Arsenal	Liverpool	4	1	H
Leicester	West Ham	2	1	H
Man United	Aston Villa	3	1	H
Everton	Southampton	1	0	H
West Brom	QPR	1	4	A
Swansea	Hull	3	1	H
Chelsea	Stoke	2	1	H
Hull	Chelsea	2	3	A
Liverpool	Man United	1	2	A
QPR	Everton	1	2	A
Aston Villa	Swansea	0	1	A
Newcastle	Arsenal	1	2	A
West Ham	Sunderland	1	0	H
Tottenham	Leicester	4	3	H
Man City	West Brom	3	0	H
Stoke	Crystal Palace	1	2	A
Southampton	Burnley	2	0	H
Swansea	Liverpool	0	1	A
Man United	Tottenham	3	0	H
Chelsea	Southampton	1	1	D
Everton	Newcastle	3	0	H
Crystal Palace	QPR	3	1	H
Arsenal	West Ham	3	0	H
Sunderland	Aston Villa	0	4	A
Burnley	Man City	1	0	H
West Brom	Stoke	1	0	H
Leicester	Hull	0	0	D
QPR	Tottenham	1	2	A
Stoke	Everton	2	0	H
Liverpool	Burnley	2	0	H
Newcastle	Man United	0	1	A
QPR	Arsenal	1	2	A
Tottenham	Swansea	3	2	H
Man City	Leicester	2	0	H
West Ham	Chelsea	0	1	A
Aston Villa	West Brom	2	1	H
Hull	Sunderland	1	1	D
Southampton	Crystal Palace	1	0	H
Arsenal	Everton	2	0	H
Liverpool	Man City	2	1	H
Newcastle	Aston Villa	1	0	H
Man United	Sunderland	2	0	H
West Ham	Crystal Palace	1	3	A
West Brom	Southampton	1	0	H
Stoke	Hull	1	0	H
Burnley	Swansea	0	1	A
Everton	Leicester	2	2	D
Southampton	Liverpool	0	2	A
Tottenham	West Ham	2	2	D
Chelsea	Burnley	1	1	D
Man City	Newcastle	5	0	H
Hull	QPR	2	1	H
Swansea	Man United	2	1	H
Crystal Palace	Arsenal	1	2	A
Sunderland	West Brom	0	0	D
Aston Villa	Stoke	1	2	A
Chelsea	Everton	1	0	H
Stoke	Man City	1	4	A
Man United	Burnley	3	1	H
Southampton	West Ham	0	0	D
West Brom	Swansea	2	0	H
Crystal Palace	Newcastle	1	1	D
Sunderland	QPR	0	2	A
Liverpool	Tottenham	3	2	H
Hull	Aston Villa	2	0	H
Arsenal	Leicester	2	1	H
Newcastle	Stoke	1	1	D
Burnley	West Brom	2	2	D
West Ham	Man United	1	1	D
Leicester	Crystal Palace	0	1	A
QPR	Southampton	0	1	A
Everton	Liverpool	0	0	D
Aston Villa	Chelsea	1	2	A
Tottenham	Arsenal	2	1	H
Man City	Hull	1	1	D
Swansea	Sunderland	1	1	D
Southampton	Swansea	0	1	A
Arsenal	Aston Villa	5	0	H
Man United	Leicester	3	1	H
West Brom	Tottenham	0	3	A
Liverpool	West Ham	2	0	H
Chelsea	Man City	1	1	D
Stoke	QPR	3	1	H
Crystal Palace	Everton	0	1	A
Hull	Newcastle	0	3	A
Sunderland	Burnley	2	0	H
Everton	West Brom	0	0	D
West Ham	Hull	3	0	H
Man City	Arsenal	0	2	A
Aston Villa	Liverpool	0	2	A
Leicester	Stoke	0	1	A
Tottenham	Sunderland	2	1	H
Burnley	Crystal Palace	2	3	A
Newcastle	Southampton	1	2	A
Swansea	Chelsea	0	5	A
QPR	Man United	0	2	A
Arsenal	Stoke	3	0	H
Man United	Southampton	0	1	A
West Brom	Hull	1	0	H
Sunderland	Liverpool	0	1	A
Crystal Palace	Tottenham	2	1	H
Everton	Man City	1	1	D
Burnley	QPR	2	1	H
Leicester	Aston Villa	1	0	H
Swansea	West Ham	1	1	D
Chelsea	Newcastle	2	0	H
Southampton	Arsenal	2	0	H
Hull	Everton	2	0	H
Stoke	Man United	1	1	D
Newcastle	Burnley	3	3	D
Liverpool	Leicester	2	2	D
QPR	Swansea	1	1	D
Tottenham	Chelsea	5	3	H
Man City	Sunderland	3	2	H
West Ham	West Brom	1	1	D
Aston Villa	Crystal Palace	0	0	D
Liverpool	Swansea	4	1	H
Southampton	Chelsea	1	1	D
Stoke	West Brom	2	0	H
Man City	Burnley	2	2	D
West Ham	Arsenal	1	2	A
Aston Villa	Sunderland	0	0	D
Newcastle	Everton	3	2	H
Hull	Leicester	0	1	A
QPR	Crystal Palace	0	0	D
Tottenham	Man United	0	0	D
Chelsea	West Ham	2	0	H
Arsenal	QPR	2	1	H
Everton	Stoke	0	1	A
Sunderland	Hull	1	3	A
Crystal Palace	Southampton	1	3	A
Leicester	Tottenham	1	2	A
Burnley	Liverpool	0	1	A
Man United	Newcastle	3	1	H
Swansea	Aston Villa	1	0	H
West Brom	Man City	1	3	A
Stoke	Chelsea	0	2	A
Newcastle	Sunderland	0	1	A
Liverpool	Arsenal	2	2	D
Aston Villa	Man United	1	1	D
Hull	Swansea	0	1	A
Tottenham	Burnley	2	1	H
Southampton	Everton	3	0	H
West Ham	Leicester	2	0	H
QPR	West Brom	3	2	H
Man City	Crystal Palace	3	0	H
Everton	QPR	3	1	H
Swansea	Tottenham	1	2	A
Man United	Liverpool	3	0	H
West Brom	Aston Villa	1	0	H
Chelsea	Hull	2	0	H
Burnley	Southampton	1	0	H
Leicester	Man City	0	1	A
Arsenal	Newcastle	4	1	H
Sunderland	West Ham	1	1	D
Crystal Palace	Stoke	1	1	D
Southampton	Man United	1	2	A
Aston Villa	Leicester	2	1	H
West Ham	Swansea	3	1	H
Stoke	Arsenal	3	2	H
QPR	Burnley	2	0	H
Hull	West Brom	0	0	D
Man City	Everton	1	0	H
Tottenham	Crystal Palace	0	0	D
Liverpool	Sunderland	0	0	D
Newcastle	Chelsea	2	1	H
Sunderland	Man City	1	4	A
Everton	Hull	1	1	D
Chelsea	Tottenham	3	0	H
Arsenal	Southampton	1	0	H
Burnley	Newcastle	1	1	D
Swansea	QPR	2	0	H
Leicester	Liverpool	1	3	A
West Brom	West Ham	1	2	A
Crystal Palace	Aston Villa	0	1	A
Man United	Stoke	2	1	H
Southampton	Man City	0	3	A
Tottenham	Everton	2	1	H
West Brom	Arsenal	0	1	A
QPR	Leicester	3	2	H
Liverpool	Stoke	1	0	H
Swansea	Crystal Palace	1	1	D
Burnley	Aston Villa	1	1	D
West Ham	Newcastle	1	0	H
Man United	Hull	3	0	H
Sunderland	Chelsea	0	0	D
Aston Villa	Southampton	1	1	D
Crystal Palace	Liverpool	3	1	H
Hull	Tottenham	1	2	A
Man City	Swansea	2	1	H
Chelsea	West Brom	2	0	H
Leicester	Sunderland	0	0	D
Newcastle	QPR	1	0	H
Arsenal	Man United	1	2	A
Everton	West Ham	2	1	H
Stoke	Burnley	1	2	A
Swansea	Arsenal	2	1	H
West Brom	Newcastle	0	2	A
Tottenham	Stoke	1	2	A
Sunderland	Everton	1	1	D
Burnley	Hull	1	0	H
Man United	Crystal Palace	1	0	H
West Ham	Aston Villa	0	0	D
Liverpool	Chelsea	1	2	A
QPR	Man City	2	2	D
Southampton	Leicester	2	0	H
Crystal Palace	Sunderland	1	3	A
Man City	Man United	1	0	H
Aston Villa	Tottenham	1	2	A
Arsenal	Burnley	3	0	H
